fid,FUNCION_PRINCIPAL,SUBCATEGORIA,ESTABLECIMIENTO,FUNCION_SECUNDARIA,PROGRAMACION,SUCURSAL,SALA,CALLE,ALTURA,BARRIO,COMUNA,DIRECCION,LONGITUD,LATITUD,TELEFONO,MAIL,WEB,,FACEBOOK,TWITTER,INSTAGRAM,CAMARA_1,CAMARA_2,REDES,PUNTO_DE_CULTURA,OTRAS_REDES,CANTIDAD_SALAS,CAPACIDAD_TOTAL,TAG
449,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UBA - INSTITUTO DE HISTORIA ARGENTINA Y AMERICANA,,,,,25 DE MAYO,221,SAN NICOLAS,COMUNA 1,"25 DE MAYO 221, CABA",-58.370931,-34.60502,(011) 4342-5922 int. 116,BIBRAVIG@FILO.UBA.AR,WWW.FILO.UBA.AR,,,,,CAICYT,,,,,,0,
450,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD CATOLICA ARGENTINA. FACULTAD DE CIENCIAS AGRARIAS,,,,,"FREIRE, RAMON, CAP. GRAL.",183,COLEGIALES,COMUNA 13,"FREIRE, RAMON, CAP. GRAL. 183, CABA",-58.444584,-34.579312,4552-2711/2721,BIBAGRA@UCA.EDU.AR,HTTP://WWW.UCA.EDU.AR/INDEX.PHP/SITE/INDEX/ES/UNIVERSIDAD/FACULTADES/BUENOS-AIRES/AGRARIAS/NUESTRA-FACULTAD/INFRAESTRUCTURA/BIBLIOTECA-DE-LA-FACULTAD-DE-CIENCIAS-AGRARIAS/,,,,,SIDALC,,,,,,0,
451,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD DE BUENOS AIRES - CENTRO DE INVESTIGACIONES EN REPRODUCCION,,,,,PARAGUAY,2155,RECOLETA,COMUNA 2,"PARAGUAY 2155, CABA",-58.398263,-34.598418,5950-9612,DHISTOLOGIA@FMED.UBA.AR,,,,,,CAICYT,,,,,,0,
452,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD DE BUENOS AIRES - CONICET - INSTITUTO DE INVESTIGACIONES FARMACOLOGICAS,,,,,JUNIN,956,RECOLETA,COMUNA 2,"JUNIN 956, CABA",-58.397457,-34.597823,(011) 4961-6784/5949,ININFA@FFYB.UBA.AR,,,,,,CAICYT,,,,,,0,
453,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD DE BUENOS AIRES - FACULTAD DE FARMACIA Y BIOQUIMICA,,,,,JUNIN,956,RECOLETA,COMUNA 2,"JUNIN 956, CABA",-58.397457,-34.597823,(011) 4964-8200 Int. 8374. 8340,BIBLIO@FFYB.UBA.AR,HTTP://WWW.FFYB.UBA.AR/,,,,,CAICYT,,,,,,0,
454,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD DE BUENOS AIRES - INSTITUTO DE HISTORIA ANTIGUA ORIENTAL,,,,,25 DE MAYO,217,SAN NICOLAS,COMUNA 1,"25 DE MAYO 217, CABA",-58.370931,-34.60502,"(011) 4343-1196, Int. 107",IHAO@FILO.UBA.AR,HTTP://WWW.FILO.UBA.AR,,,,,CAICYT,,,,,,0,
455,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD DE BUENOS AIRES - INSTITUTO DE INVESTIGACIONES MEDICAS,,,,,COMBATIENTES DE MALVINAS AV.,3150,PARQUE CHAS,COMUNA 15,"COMBATIENTES DE MALVINAS AV. 3150, CABA",-58.472452,-34.584345,(011) 4514-8701 al 8704,BIBLIOTECA@LANARI.FMED.UBA.AR,HTTP://WWW.LANARI.FMED.UBA.AR/,,,,,CAICYT,,,,,,0,
456,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD DE BUENOS AIRES - INSTITUTO DE LITERATURA ARGENTINA,,,,,25 DE MAYO,217,SAN NICOLAS,COMUNA 1,"25 DE MAYO 217, CABA",-58.370931,-34.60502,"(011) 4343-1196, 4334-7512",BIBLILAR@FILO.UBA.AR,HTTP://WWW.FILO.UBA.AR,,,,,CAICYT,,,,,,0,
457,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD DE BUENOS AIRES - INSTITUTO DE ONCOLOGIA ANGEL H ROFFO,,,,,SAN MARTIN AV.,5481,AGRONOMIA,COMUNA 15,"SAN MARTIN AV. 5481, CABA",-58.494813,-34.596839,4580-2800 al 09 Int. 227,BIBLIOTECA@INSTITUTOROFFO.COM.AR,HTTP://WWW.INSTITUTOROFFO.COM.AR,,,,,CAICYT,,,,,,0,
458,BIBLIOTECA,HISTORICA,BIBLIOTECA - UNIVERSIDAD DE BUENOS AIRES - MUSEO ETNOGRAFICO,,,,,MORENO,350,MONSERRAT,COMUNA 1,"MORENO 350, CABA",-58.371202,-34.611289,,,,,,,,CAICYT,,,,,,0,
459,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD DE BUENOS AIRES - SISTEMA DE BIBLIOTECAS Y DE INFORMACION,,,,,AZCUENAGA,280,BALVANERA,COMUNA 3,"AZCUENAGA 280, CABA",-58.400755,-34.606472,(011) 4952-0078. 4953-0420,BIB@SISBI.UBA.AR,HTTP://WWW.SISBI.UBA.AR,,,,,CAICYT,,,,,,0,
460,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD DEL CEMA,,,,,CORDOBA AV.,400,SAN NICOLAS,COMUNA 1,"CORDOBA AV. 400, CABA",-58.372591,-34.598583,(011) 6314-3000 INT. 113-147-148 FAX: 4314-1654,BIBLIOTECA@CEMA.EDU.AR,WWW.CEMA.EDU.AR/BIBLIO,,,,,AMICUS,UNIRED,,,,,0,
461,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD DEL SALVADOR,,,,,"ALVEAR, MARCELO T. DE",1312,RETIRO,COMUNA 1,"ALVEAR, MARCELO T. DE 1312, CABA",-58.385856,-34.597023,(011) 4813-3400. 3404. 3408,UDS-BIB2@SALVADOR.EDU.AR,HTTP://WWW.SALVADOR.EDU.AR/VRID/BIBLIOTECA/,,,,,CAICYT,,,,,,0,
462,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD DEL SALVADOR - INSTITUTO LATINOAMERICANO DE INVESTIGACIONES COMPARADAS SOBRE ORIENTE Y OCCIDENTE,,,,,CALLAO AV.,853,RECOLETA,COMUNA 2,"CALLAO AV. 853, CABA",-58.392907,-34.599032,(011) 4811-2270,UDS-ORIE@SALVADOR.EDU.AR,HTTP://WWW.SALVADOR.EDU.AR/VRID/BIBLIOTECA/,,,,,CAICYT,,,,,,0,
463,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD JOHN F. KENNEDY,,,,,RIOBAMBA,157,BALVANERA,COMUNA 3,"RIOBAMBA 157, CABA",-58.393469,-34.60756,4372-2822 4371-4009,BIBLIOTECA@KENNEDY.EDU.AR,WWW.KENNEDY.EDU.AR,,,,,AMICUS,,,,,,0,
464,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD MAIMONIDES,,,,,HIDALGO,775,CABALLITO,COMUNA 6,"HIDALGO 775, CABA",-58.440997,-34.610452,4905-1155/1156,BIBLIOTECA@MAIMONIDES.EDU,WWW.MAIMONIDES.EDU,,,,,AMICUS,RENICS,,,,,0,
465,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD NACIONAL DE GENERAL SAN MARTIN. ESCUELA DE POLITICA Y GOBIERNO,,,,,PARANA,145,SAN NICOLAS,COMUNA 1,"PARANA 145, CABA",-58.387739,-34.607182,4374-7300 INT.206,DPAPALIA@UNSAM.EDU.AR,WWW.UNSAM.EDU.AR/BIBCENTRAL/PRESENTACION.ASP?M=6&S=21,,,,,UNIRED,,,,,,0,
466,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD NACIONAL DE LUJAN ESCUELA SUPERIOR LATINOAMERICANA DE INFORMATICA,,,,,ECUADOR,873,BALVANERA,COMUNA 3,"ECUADOR 873, CABA",-58.406404,-34.600078,"(011) 4962-7045, 4961-3268",,,,,,,CAICYT,,,,,,0,
467,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA 'DOMINGO FAUSTINO SARMIENTO',,,,,SANTA FE AV.,1145,RETIRO,COMUNA 1,"SANTA FE AV. 1145, CABA",-58.383428,-34.595438,4816-5406/4745 FAX: 4816-5406/4745,BIBLIOTECA@CIENTIFICA.ORG.AR,WWW.CIENTIFICA.ORG.AR,,,,,UNIRED,VITRUVIO,,,,,0,
468,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA 'SIGNOS',,,,,RODRIGUEZ PEÑA,770,SAN NICOLAS,COMUNA 1,"RODRIGUEZ PEÑA 770, CABA",-58.391548,-34.60011,4813-1381 FAX: 4813-0631,UDS-SIG@SALVADOR.EDU.AR,WWW.SALVADOR.EDU.AR/VRID/PUBLICACIONES/SIGNOS.HTM,,,,,UNIRED,,,,,,0,
469,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA (CIB) - CENTRO DE INFORMACION BIBLIOGRAFICA- DOCTOR JUAN BAUTISTA ALBERDI,,,,,VIAMONTE,1549,SAN NICOLAS,COMUNA 1,"VIAMONTE 1549, CABA",-58.388732,-34.600637,11 5382-9358,CIB-REFERENCIA@CONSEJO.ORG.AR,HTTP://WWW.CONSEJO.ORG.AR/CIB/CIB.HTM,,,,,SIU,,,,,,0,
470,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA AAOT,,,,,"LOPEZ, VICENTE",1878,RECOLETA,COMUNA 2,"LOPEZ, VICENTE 1878, CABA",-58.391689,-34.590316,(011) 4801-2320 Int. 106. 107,BIBLIOTECA@AAOT.ORG.AR,HTTP://WWW.AAOT.ORG.AR,,,,,CAICYT,RENICS,,,,,0,
471,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS- AFIP. DIRECCION GENERAL IMPOSITIVA.,,,,,DE MAYO AV.,1317,MONSERRAT,COMUNA 1,"DE MAYO AV. 1317, CABA",-58.385077,-34.609302,,BIBLIOTECA@AFIP2.GOV.AR,HTP//WWW.AFIP.GOV.AR,,,,,BIBLIOTECASJURIRED,,,,,,0,
472,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL (ANSES),,,,,BALCARCE,610,MONSERRAT,COMUNA 1,"BALCARCE 610, CABA",-58.370585,-34.614989,4339-6037,SALBORNOZ@ANSES.GOV.AR,,,,,,,,,,,,0,
473,BIBLIOTECA,ESPECIALIZADA EMPRESARIAL,BIBLIOTECA AGUSTIN GONZALEZ,,,,,RIOBAMBA,750,BALVANERA,COMUNA 3,"RIOBAMBA 750, CABA",-58.394304,-34.600277,,BIBLIOTECA@AYSA.COM.AR,HTTP://WWW.AYSA.COM.AR/INDEX.PHP?ID_CONTENIDO=1213&ID_SECCION=0,,,,,REDAM,,,,,,0,
474,BIBLIOTECA,COMUNITARIA Y/O EXTRANJERA,BIBLIOTECA AGUSTINIANA,,,,,NAZCA AV.,390,FLORES,COMUNA 7,"NAZCA AV. 390, CABA",-58.471131,-34.627612,4572-2728,,,,,,,,,,,,,0,
475,BIBLIOTECA,ESPECIALIZADA EMPRESARIAL,BIBLIOTECA ALEJANDRO BULGHERONI,,,,,MAIPU,645,SAN NICOLAS,COMUNA 1,"MAIPU 645, CABA",-58.376739,-34.600595,4325-8008. INT. 142. 156 Y 158. FAX: 4393-5494,BIBLIO@IAPG.ORG.AR,WWW.IAPG.ORG.AR/SECTORES/BIBLIOTECA/SERVICIOS/LISTADOS/LISTADO_TODOS_LOS_SERVICIOS.HTM,,,,,UNIRED,,,,,,0,
476,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ALEXANDER FLEMING - FUCA,,,,,CRAMER,1180,COLEGIALES,COMUNA 13,"CRAMER 1180, CABA",-58.451589,-34.571744,(54.011) 6323-2900 INT. 1295 FAX (54.011) 6323-2999,"BIBLIOTECAFUCA@ALEXANDERFLEMING.ORG, INFO@FUCA.ORG.AR",WWW.FUCA.ORG.AR,,,,,BIBLIOMED,RENICS,,,,,0,
477,BIBLIOTECA,DGLB-GCBA,BIBLIOTECA ALFONSINA STORNI (ANEXO CENTENERA),,,,,REPUBLICA BOLIVARIANA DE VENEZUELA,1538,MONSERRAT,COMUNA 1,"REPUBLICA BOLIVARIANA DE VENEZUELA 1538, CABA",-58.388141,-34.614718,4381-9345,BIBLIOTECA_STORNI@BUENOSAIRES.GOB.AR,https://www.buenosaires.gob.ar/cultura/bibliotecas,,https://www.facebook.com/bibliotecasba/,,https://www.instagram.com/bibliotecasba/,,,,,,,0,
478,BIBLIOTECA,ARTISTICA,BIBLIOTECA ALFONSO X. EL SABIO,,,,,VUELTA DE OBLIGADO,2139,BELGRANO,COMUNA 13,"VUELTA DE OBLIGADO 2139, CABA",-58.455988,-34.561099,4784-4040 / 4783-2640 INT. 24i- FAX: 4784-4040 INT. 21,MUSEOLARRETA_BIBLIOTECA@BUENOSAIRES.GOB.AR,WWW.MUSEOS.BUENOSAIRES.GOV.AR/DGM.HTM,,,,,VITRUVIO,,,,,,0,
479,BIBLIOTECA,DGLB-GCBA,BIBLIOTECA ALVARO YUNQUE,,,,,SOLDADO DE LA FRONTERA AV.,5210,VILLA LUGANO,COMUNA 8,"SOLDADO DE LA FRONTERA AV. 5210, CABA",-58.463551,-34.685005,4605-0603,BIBLIOTECA_YUNQUE@BUENOSAIRES.GOB.AR,https://www.buenosaires.gob.ar/cultura/bibliotecas,,https://www.facebook.com/bibliotecasba/,,https://www.instagram.com/bibliotecasba/,,,,,,,0,
480,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA AMADEO G. GALLI,,,,,"MADERO, EDUARDO AV.",399,PUERTO MADERO,COMUNA 1,"MADERO, EDUARDO AV. 399, CABA",-58.368027,-34.603336,6393-4822,BIBLIOTECA@ITBA.EDU.AR,WWW.ITBA.EDU.AR,,,,,AMICUS,,,,,,0,
481,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ANDRES BLANQUI,,,,,INTENDENTE GÜIRALDES,2160,BELGRANO,COMUNA 13,"INTENDENTE GÜIRALDES 2160, CABA",-58.44386898,-34.54116522,4789 6270 - FAX: 4576 3205,IAA@FADU.UBA.AR,WWW.FADU.UBA.AR/SITIOS/IAA/INDEX.HTML,,,,,VITRUVIO,,,,,,0,
482,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA ANMAT,,,,,DE MAYO AV.,869,MONSERRAT,COMUNA 1,"DE MAYO AV. 869, CABA",-58.378755,-34.608867,54.011 4340-0800 INT. 1047 FAX 54.011 4340-0800 INT. 1048,NDURAND@ANMAT.GOV.AR,WWW.ANMAT.GOV.AR,,,,,BIBLIOMED,RENICS,,,,,0,
483,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA ANTARTIDA,,,,,CERRITO,1248,RETIRO,COMUNA 1,"CERRITO 1248, CABA",-58.382923,-34.59364,4812-0071/72,,WWW.DNA.GOV.AR,,,,,,,,,,,0,
484,BIBLIOTECA,DGLB-GCBA,BIBLIOTECA ANTONIO DEVOTO (CON ANEXO INFANTIL),,,,,BAHIA BLANCA,4025,VILLA DEVOTO,COMUNA 11,"BAHIA BLANCA 4025, CABA",-58.510893,-34.599315,4501-4320,BIBLIOTECA_DEVOTO@BUENOSAIRES.GOB.AR,https://www.buenosaires.gob.ar/cultura/bibliotecas,,https://www.facebook.com/bibliotecasba/,,https://www.instagram.com/bibliotecasba/,,,,,,,0,
485,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ARGENTINA DE NEFROLOGIA DR. VICTOR RAUL MIATELLO,,,,,BELGRANO AV.,452,MONSERRAT,COMUNA 1,"BELGRANO AV. 452, CABA",-58.372828,-34.612604,(011) 5555-1700 FAX (54.011) 5555-1719,BAN@RENAL.ORG.AR,WWW.RENAL.ORG.AR/BIBLIOTECA/BIBLIOTECA.HTM,,,,,BIBLIOMED,,,,,,0,
486,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ARQ. ALEJANDRO CHRISTOPHERSEN,,,,,MONTEVIDEO,938,RECOLETA,COMUNA 2,"MONTEVIDEO 938, CABA",-58.389789,-34.598001,4812 5856/3986/3644 - FAX: 4813 6629,BIBLIO@SOCEARQ.ORG,WWW.SOCEARQ.ORG/INDEX.PHP/BIBLIOTECA/,,,,,REDAR,UNIRED,VITRUVIO,,,,0,
487,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ARQ. GRACIELA LERCH,,,,,DE MAYO AV.,1370,MONSERRAT,COMUNA 1,"DE MAYO AV. 1370, CABA",-58.385828,-34.609433,4383-9084 / 4383-1481,INFO@AADAIH.COM.AR,WWW.AADAIH.COM.AR/BIBLIOTECA,,,,,VITRUVIO,,,,,,0,
488,BIBLIOTECA,SINDICAL,BIBLIOTECA ARTURO JAURETCHE,,,,,SAN MARTIN,665,SAN NICOLAS,COMUNA 1,"SAN MARTIN 665, CABA",-58.374026,-34.600155,"43187700 internos: 131, 132 , 133 y 134",CONSULTA@SINDICATODELSEGURO.COM,HTTP://WWW.SINDICATODELSEGURO.COM/BIBLIOTECA.HTML,,,,,,,,,,,0,
489,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION ARGENTINA AMIGOS DE LA ASTRONOMIA (ASARAMAS),,,,,AV. PATRICIAS ARGENTINAS,550,CABALLITO,COMUNA 6,"AV. PATRICIAS ARGENTINAS 550, CABA",-58.43503996,-34.60487784,4863-3366,INFO@AMIGOSDELAASTRONOMIA.ORG,WWW.AMIGOSDELAASTRONOMIA.ORG/BIBLIOTECA,,,,,,,,,,,0,
490,BIBLIOTECA,ARTISTICA,BIBLIOTECA ASOCIACION ARGENTINA DE ACTORES (AAA),,,,,"ALSINA, ADOLFO",1762,MONSERRAT,COMUNA 1,"ALSINA, ADOLFO 1762, CABA",-58.391271,-34.611489,5281-9901,BIBLIOTECA@ACTORES.ORG.AR,HTTP://ACTORES.ORG.AR/BIBLIOTECA,,,,,,,,,,,0,
491,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION ARGENTINA DE CIRUGIA,,,,,"ALVEAR, MARCELO T. DE",2415,RECOLETA,COMUNA 2,"ALVEAR, MARCELO T. DE 2415, CABA",-58.401878,-34.596185,4822-2905,INFO@AAC.ORG.AR,WWW.AAC.ORG.AR,,,,,,,,,,,0,
492,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION ARGENTINA DE DERMATOLOGIA (AAD),,,,,MEXICO,1720,MONSERRAT,COMUNA 1,"MEXICO 1720, CABA",-58.390722,-34.615681,4381-2737/43831153,BIBLIOTECA@AAD.ORG.AR,HTTP://AAD.ORG.AR/BIBLIOTECA/,,,,,,,,,,,0,
493,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION ARGENTINA DE ESTUDIOS FISCALES,,,,,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",751,MONSERRAT,COMUNA 1,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 751, CABA",-58.376875,-34.612039,4342-1796 / 7837,,WWW.AAEF.ORG.AR/WEB/BIBLIOTECA.HTML#,,,,,,,,,,,0,
494,BIBLIOTECA,ARTISTICA,BIBLIOTECA ASOCIACION ARGENTINA DE MUSICOTERAPIA,,,,,GUEMES,4144,PALERMO,COMUNA 14,"GUEMES 4144, CABA",-58.419135,-34.584899,4831-0685,DIFUSION@MUSICOTERAPIA.ORG.A,WWW.MUSICOTERAPIA.ORG.AR/BIB.PHP,,,,,,,,,,,0,
495,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION ARGENTINA DE ORTOPEDIA FUNCIONAL DE LOS MAXILARES,,,,,DIRECTORIO AV.,1824,PARQUE CHACABUCO,COMUNA 7,"DIRECTORIO AV. 1824, CABA",-58.453479,-34.631301,4632-8138,BIBLIOTECA@AAOFM.ORG.AR,WWW.AAOFM.ORG.AR,,,,,,,,,,,0,
496,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION ARGENTINA DE PRESUPUESTO Y ADMINISTRACION FINANCIERA PUBLICA,,,,,BELGRANO AV.,1370,MONSERRAT,COMUNA 1,"BELGRANO AV. 1370, CABA",-58.385604,-34.613482,(011) 4382-6901. 4383-7061,ASAP@ASAP.ORG.AR,HTTP://WWW.ASAP.ORG.AR/,,,,,CAICYT,,,,,,0,
497,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION ARGENTINA DE TERAPIA OCUPACIONAL,,,,,LIBERTAD,370,SAN NICOLAS,COMUNA 1,"LIBERTAD 370, CABA",-58.383729,-34.60433,4382-4070,AATOBIBLIOTECA@GMAIL.COM,WWW.TERAPIA-OCUPACIONAL.ORG.AR/BIBLIOTECA/,,,,,,,,,,,0,
498,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION BIBLIOTECA TEOSOFICA ARGENTINA,,,,,AGRELO,3050,BALVANERA,COMUNA 3,"AGRELO 3050, CABA",-58.408805,-34.61754,4957-5095,BIBLIOTECATEOSOFICA@GMAIL.COM,BIBLIOTECATEOSOFIC.WIXSITE.COM/ABTA/BIBLIOTECA,,,,,,,,,,,0,
499,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA ASOCIACIÓN DE MAGISTRADOS Y FUNCIONARIOS DE LA JUSTICIA NACIONAL. CENTRO DE JURISPRUDENCIA Y BIBLIOTECA,,,,,LAVALLE,1312,SAN NICOLAS,COMUNA 1,"LAVALLE 1312, CABA",-58.38544,-34.60277,4371-8538,ASOCMAG@ASOCMAGISTRA.ORG.AR,,,,,,,,,,,,0,
500,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION DRAGON,,,,,HUALFIN,933,CABALLITO,COMUNA 6,"HUALFIN 933, CABA",-58.441271,-34.623826,4432-7969,BIBLIOTECADELDRAGON@GMAIL.COM,HTTP://BIBLIODELDRAGON.BLOGSPOT.COM.AR,,,,,,,,,,,0,
501,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION MEDICA ARGENTINA,,,,,SANTA FE AV.,1171,RETIRO,COMUNA 1,"SANTA FE AV. 1171, CABA",-58.383786,-34.595466,5276 1040,INFO@AMA-MED.ORG.AR,HTTPS://WWW.AMA-MED.ORG.AR/BIBLIOTECA/,,,,,,,,,,,0,
502,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION ODONTOLOGICA ARGENTINA (AOA),,,,,JUNIN,959,RECOLETA,COMUNA 2,"JUNIN 959, CABA",-58.397397,-34.59789,4961-6141,BIBLIOTECA@AOA.ORG.AR,WWW.AOA.ORG.AR/BIBLIOTECA,,,,,,,,,,,0,
503,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION TOXICOLOGICA ARGENTINA (ATA),,,,,"ALSINA, ADOLFO",1441,MONSERRAT,COMUNA 1,"ALSINA, ADOLFO 1441, CABA",-58.386705,-34.611086,,INFO@TOXICOLOGIA.ORG.AR,WWW.TOXICOLOGIA.ORG.AR/BIBLIOTECA/,,,,,,,,,,,0,
504,BIBLIOTECA,GENERAL,BIBLIOTECA AUDITORIA GENERAL DE LA NACION,,,,,"YRIGOYEN, HIPOLITO",1236,MONSERRAT,COMUNA 1,"YRIGOYEN, HIPOLITO 1236, CABA",-58.383885,-34.609823,4124-370038/35/52/80/87/88/91/92/93/96 FAX: 4124-3757,SCHARGOR@AGN.GOV.AR INFORMACION@AGN.GOV.AR,WWW.AGN.GOV.AR,,,,,BIBLIOTECASJURIRED,UNIRED,RENDIAP,,,,0,
505,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA AVES ARGENTINAS - ASOCIACION ORNITOLOGICA DEL PLATA,,,,,MATHEU,1246,SAN CRISTOBAL,COMUNA 3,"MATHEU 1246, CABA",-58.399141,-34.624002,4943-7216,INFO@AVESARGENTINAS.ORG.AR,WWW.AVESARGENTINAS.ORG.AR/BIBLIOTECA-0,,,,,,,,,,,0,
506,BIBLIOTECA,DGLB-GCBA,BIBLIOTECA BALDOMERO FERNANDEZ MORENO,,,,,"ARENAL, CONCEPCION",4206,CHACARITA,COMUNA 15,"ARENAL, CONCEPCION 4206, CABA",-58.450364,-34.591356,4855-7508,BIBLIOTECA_MORENO@BUENOSAIRES.GOB.AR,https://www.buenosaires.gob.ar/cultura/bibliotecas,,https://www.facebook.com/bibliotecasba/,,https://www.instagram.com/bibliotecasba/,,,,,,,0,
507,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA BANCO DE LA PROVINCIA DE BUENOS AIRES,,,,,"MITRE, BARTOLOME",457,SAN NICOLAS,COMUNA 1,"MITRE, BARTOLOME 457, CABA",-58.373184,-34.606704,4342-7127,POSTMASTER@BIBPRO.EDU.AR,,,,,,,,,,,,0,
508,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA BARTOLOME MITRE,,,,,CORRIENTES AV.,1834,BALVANERA,COMUNA 3,"CORRIENTES AV. 1834, CABA",-58.392848,-34.604514,4373-7173,BIBLIOTECA@TRADUCTORES.ORG.AR,WWW.TRADUCTORES.ORG.AR,,,,,,,,,,,0,
509,BIBLIOTECA,DGLB-GCBA,BIBLIOTECA BENITO LYNCH (CON ANEXO INFANTIL),,,,,YRUPE,6714,MATADEROS,COMUNA 9,"YRUPE 6714, CABA",-58.49687,-34.667676,4687-1977,BIBLIOTECA_LYNCH@BUENOSAIRES.GOB.AR,https://www.buenosaires.gob.ar/cultura/bibliotecas,,https://www.facebook.com/bibliotecasba/,,https://www.instagram.com/bibliotecasba/,,,,,,,0,
